;full_name;df_index;birth_date;country;soccRole;team;cluster;games;mins_played;touches;xG;npxG;opxG;goals;npgoals;opgoals;shots;npshots;opshots;xGoT;xA;opxA;xOVA;xT;xT_from_passes;xT_from_carries;xT_from_passes_received;xg_blocked;xg_against_team;id;Giocatore_x;Anno;Età;Ruolo;Minuti;Tiri;Tiri in porta;Tiri da area;Tiri da area piccola;Tiri fuori area;Tiri di testa;Tiri di rigore;Gol;Gol da area;Gol da area piccola;Gol fuori area;Gol di testa;Gol di piede;Gol su PI;Gol su Pun. Centrale;Gol su Pun. Laterale;Gol su Corner;Gol su Rimessa;Gol su rigore;Gol su sviluppo rigore;Gol su Pun. Diretta;Gol su sviluppo Pun. Diretta;Precisione;Precisione da area;Precisione da fuori area;Tiri su Occasione Gol;Tiri su Promettente;Passaggi Chiave;Passaggi Chiave in area;Passaggi Chiave ricevuti;Passaggi Chiave ricevuti in area;Assist;Assist Vincenti;Assist in area;Assist Vincenti in area;Third pass;Third pass vincenti;Gol procurati;Assist V + Third pass V;Assist V + Third pass V + Gol procurati;Triangolazioni;Triangolazioni fatte;Triangolazioni chiuse;Passaggi;Passaggi ricevuti;Palle Laterali;Cross;Cross riusciti;Cross vincenti;Traversoni;Traversoni riusciti;Traversoni vincenti;Cut Back;Cut Back riusciti;Cut Back vincenti;Perde palla;Propria metà campo;Recupera palla;Metà campo avversaria;Dribbling;Dribbling vincenti;Dribbling subiti;Dribbling perdenti subiti;Duelli;Duelli di gioco;Duelli vinti;Duelli nella metà campo offensiva;Duelli vinti nella metà campo offensiva;Duelli aerei;Duelli aerei vinti;Duelli tackle;Duelli tackle vinti;Interventi decisivi +;Interventi decisivi -;Reti subite squadra;Falli fatti;Falli subiti;In Fuorigioco;Ammonizioni;Espulsioni;Doppie Ammonizioni;Parate;Gol subiti;Uscite;Tiri in porta subiti;Rigori;Rigori parati;Interventi decisivi +2;Interventi decisivi -3;Passaggi portiere;Passaggi portiere +;Lanci;Lanci +;% Realizzazione;Realizzazione da area;Realizzazione da fuori area;Realizzazione su rigore;Realizzazione su Occasione Gol;Realizzazione su Promettente;lanci/passaggi portiere ricevuti;lanci/passaggi portiere ricevuti campo off.;% Passaggi riusciti;% Cross riusciti;% Cross vincenti;% Traversoni riusciti;% Traversoni vincenti;% Cut Back riusciti;% Cut Back vincenti;H media recupera palla (no P);% dribbling vincenti;% dribbling perdenti subiti;% duelli vinti;% duelli vinti nella metà campo offensiva;% duelli arei vinti;% duelli tackle vinti;Minuti giocati / gol subiti;H media falli (m);% parate su tiri in porta subiti;% passaggi +;% passaggi su gioco portiere;% lanci +;% lanci su gioco portiere;skill_id;Player ID;Player;Position_x;Position Group;Minutes Played;Minutes Played TIP;Minutes Played OTIP;Player ID.1;Distance;Running Distance;HSR Distance;Sprinting Distance;HI Distance;Count HSR;Count Sprint;Count HI;Count Medium Acceleration;Count High Acceleration;Count Medium Deceleration;Count High Deceleration;PSV-99;Distance TIP;Running Distance TIP;HSR Distance TIP;Sprinting Distance TIP;HI Distance TIP;Count HSR TIP;Count Sprint TIP;Count HI TIP;Count Medium Acceleration TIP;Count High Acceleration TIP;Count Medium Deceleration TIP;Count High Deceleration TIP;Distance OTIP;Running Distance OTIP;HSR Distance OTIP;Sprinting Distance OTIP;HI Distance OTIP;Count HSR OTIP;Count Sprint OTIP;Count HI OTIP;Count Medium Acceleration OTIP;Count High Acceleration OTIP;Count Medium Deceleration OTIP;Count High Deceleration OTIP;M/min;M/min TIP;M/min OTIP;Count High Acceleration OTIP_p90;Count High Acceleration TIP_p90;Count High Deceleration OTIP_p90;Count High Deceleration TIP_p90;Count HSR OTIP_p90;Count HSR TIP_p90;Count Medium Acceleration OTIP_p90;Count Medium Acceleration TIP_p90;Count Medium Deceleration OTIP_p90;Count Medium Deceleration TIP_p90;Count Sprint OTIP_p90;Count Sprint TIP_p90;Distance OTIP_p90;Distance TIP_p90;HI Distance OTIP_p90;HI Distance TIP_p90;HSR Distance OTIP_p90;HSR Distance TIP_p90;Ammonizioni_p90;Assist_p90;Cross_p90;Cut Back_p90;Dribbling_p90;Espulsioni_p90;Falli subiti_p90;In Fuorigioco_p90;Third pass_p90;Tiri_p90;Tiri da area_p90;Tiri di testa_p90;Tiri fuori area_p90;Traversoni_p90;Triangolazioni_p90;Palle Laterali_p90;Passaggi Chiave_p90;Passaggi Chiave ricevuti_p90;Duelli aerei_p100;Duelli di gioco_p100;Duelli tackle_p100;Falli fatti_p100;Recupera palla_p100;Duelli nella metà campo offensiva_p100;cluster_bay;cluster_0;cluster_1;cluster_2;cluster_3;name;hybrid;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;Date of birth;Place of birth;Age;Height;Citizenship;Position_y;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club;Squad;Starting eleven;Substituted in;On the bench;Suspended;Injured;Giocatore_y;val_num
256;Victor Osimhen;353;29/12/1998;Nigeria;FW;Napoli;All-round finisher;27;1989;714;12.7673432;12.7673432;10.6469417;14;0;11;91;91;80;13.3134697;1.3224089;1.3222891;5.4551345;0.3854354;-0.2996796;0.685115;6.4939761;0.186374;22.1538833;20859;OSIMHEN V.;1998;24;A;2078;73;30;60;7;13;19;0;14;14;6;0;7;7;4;1;0;1;2;0;0;0;0;1101.6;1141;350;16;30;20;4;254;64;13;2;3;1;0;0;3;2;5;21;11;10;320;596;16;9;1;0;2;0;0;5;1;1;228;33;24;16;70;28;8;8;425;389;160;332;115;120;43;163;53;0;1;16;34;36;19;5;1;0;0;16;0;0;0;0;0;1;0;0;0;0;20.8;27;0;;69.7;13.88888889;2.37037037;1.222222222;78.10384615;11.11111111;0;0;0;20;20;60.1875;46.02272727;100;37.98518519;36.81111111;38.81481481;36.36153846;75.42363636;74.91176471;;;;;;14559;14559;Victor Osimhen;CF;Forward;2095.26;683.22;550.84;393093;207100;24593;12924;7366;20290;1091;372;1463;1825;314;1546;569;859.3;82934;12476;7012;4597;11609;580;231;811;809;114;490;117;66716;10058;4904;1981;6885;401;95;496;471;46;403;145;98.84214847;121.3869617;121.1168397;2.081447964;5.158371041;6.561085973;5.294117647;18.14479638;26.24434389;21.31221719;36.60633484;18.23529412;22.1719457;4.298642534;10.45248869;3018.823529;3752.669683;311.5384615;525.2941176;221.9004525;317.2850679;0.226244344;0.588235294;0.407239819;0.226244344;3.167420814;0.045248869;1.628959276;0.859728507;0;3.303167421;2.714932127;0.859728507;0.588235294;0.090497738;0.950226244;0.7239819;0.904977376;11.49321267;16.80672269;54.48179272;22.82913165;4.761904762;3.361344538;46.49859944;10;;;;;Victor Osimhen;FALSE;;;;;2.23E-08;1.97E-09;0.999999975;5.88E-10;Dec 29, 1998;Lagos;24;186;Nigeria;Attack - Centre-Forward;right;Sep 1, 2020;Jun 30, 2025;;Roberto Calenda;SSC Napoli;€100.00m;Mar 21, 2023;Victor Osimhen;OSIMHEN V.;401923;14559;9;€100.00m;;;;;;;27;23;4;0;2;9;Victor Osimhen;100000000
257;Josip Brekalo;354;23/06/1998;Croatia;CAM;Torino;Chance creator;32;2296;1487;4.7063876;4.7063876;4.5974994;7;0;7;44;44;38;3.4955065;4.9409491;2.9376298;4.6990729;1.4906236;0.5126407;0.9779829;2.2799433;0.0099517;27.8825952;20227;BREKALO J.;1998;24;A;2427;33;16;18;1;15;0;0;7;5;1;2;0;7;0;0;0;0;0;0;0;0;0;916.7;567;350;9;5;81;32;114;15;46;2;29;2;2;1;0;3;3;30;10;20;1153;1135;74;65;18;1;1;1;0;8;4;1;247;31;32;14;105;64;33;29;374;353;152;262;97;67;22;129;41;0;0;26;20;21;5;1;0;0;0;26;0;0;0;0;0;0;0;0;0;0;18.335;24.27272727;8.333333333;;42.85714286;0;0.65625;0.4375;76.665625;28.332;1;100;0;50;10;46.8;61.43333333;87.77777778;40.25;34.6125;34.16071429;29.34516129;69.775;62.86;;;;;;19097;19097;Josip Brekalo;LF;Forward;2439.13;732.93;648.26;611104;276784;42512;16790;5097;21887;1467;273;1740;2515;184;2185;405;901.3;108034;22183;9320;3019;12339;794;154;948;1008;54;659;94;90235;16618;6185;1696;7881;526;80;606;708;43;590;83;113.4765265;147.400161;139.1956931;1.68554007;2.116724739;3.253484321;3.68466899;20.6184669;31.12369338;27.75261324;39.51219512;23.1271777;25.83188153;3.135888502;6.036585366;3537.086237;4234.78223;308.924216;483.6716028;242.4433798;365.3310105;0.039198606;1.803135889;2.547909408;0.31358885;4.115853659;0;0.823170732;0.195993031;0.078397213;1.293554007;0.705574913;0;0.587979094;0.039198606;1.175958188;2.900696864;3.175087108;4.468641115;4.505716207;23.73907196;8.675184936;1.344989913;2.15198386;17.61936785;9;;;;;Josip Brekalo;FALSE;;;;;1.66E-10;0.999999903;9.59E-08;8.92E-10;Jun 23, 1998;Zagreb;24;175;Croatia;Attack - Left Winger;right;Jan 28, 2023;Jun 30, 2026;;Niagara Sports Company;ACF Fiorentina;€15.00m;Oct 2, 2019;Josip Brekalo;BREKALO J.;293169;19097;77;€6.50m;;;;;;;34;26;6;2;0;2;Josip Brekalo;6500000
258;Rogerio;355;13/01/1998;Brazil;FB;Sassuolo;Wide creator;23;1733;1378;0.5120329;0.5120329;0.4517968;0;0;0;14;14;12;0.7893043;1.9146948;1.6181927;1.8735585;1.9337472;1.3694223;0.5643249;-0.0884477;0.5807475;27.0276289;14685;ROGERIO;1998;24;D;1842;13;4;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283.3;250;33.3;0;1;56;19;36;3;25;1;17;1;3;0;0;1;1;9;7;2;1108;872;67;57;15;1;5;0;0;5;3;0;104;29;120;14;43;26;36;16;256;222;151;99;53;37;20;93;51;4;0;35;16;34;1;5;0;0;0;35;0;0;0;0;4;0;0;0;0;0;0;0;0;;;0;1.47826087;0.086956522;85.00869565;25.48823529;1.958823529;0;0;60;0;29.265;57.28823529;43.85625;60.73913043;57.31052632;53.50526316;54.13043478;56.45833333;52.82;;;;;;9212;9212;Rogerio;LWB;Full Back;1844.92;591.62;505.62;202664;201107;27332;11476;4705;16181;1005;254;1259;1918;187;1626;388;662.8;75209;11434;4804;2185;6989;417;110;527;609;47;494;81;70687;13027;5884;2128;8012;510;107;617;755;58;471;111;109.0058106;127.1238295;139.8026186;3.012117715;2.44085401;5.76457011;4.206578188;26.48586267;21.65608771;39.20946336;31.62723601;24.46047317;25.65493364;5.556837853;5.712637046;3670.992499;3905.833814;416.0877092;362.9601847;305.5741489;249.4864397;0.25966532;1.298326601;2.960184651;0.25966532;2.233121754;0;1.765724178;0.051933064;0.155799192;0.675129833;0.207732256;0;0.467397576;0.25966532;0.467397576;3.479515291;2.908251587;1.869590306;2.685050798;16.11030479;6.748911466;1.161103048;8.708272859;7.184325109;2;5.88E-25;0.003399769;0.996600231;2.81E-11;Rogerio;FALSE;;;;;;;;;Jan 13, 1998;Nobres;25;178;Brazil;Defender - Left-Back;left;Jul 1, 2019;Jun 30, 2024;;Prattes Group;US Sassuolo;€10.00m;Jun 6, 2019;Rog rio;ROGERIO;401527;9212;6;€5.80m;;;;;;;34;19;4;11;1;3;Rog rio;5800000
259;MBala Nzola;356;18/08/1996;Angola;FW;Spezia;All-round finisher;21;1060;438;2.5699969;2.5699969;2.3157904;2;0;1;22;22;17;3.0519961;1.1439417;1.1438045;1.1179176;0.5335066;0.0722831;0.4612235;1.4118036;0;23.390884;11616;NZOLA M.;1996;26;A;1164;21;12;17;0;4;3;0;2;2;0;0;0;2;1;0;0;1;0;0;0;0;0;600;533;200;6;8;12;2;70;17;10;1;2;1;1;1;0;2;2;7;4;3;230;393;6;4;0;0;0;0;0;2;2;1;141;19;7;1;35;22;7;5;289;283;85;227;63;85;18;131;37;0;1;20;29;6;13;2;0;0;0;20;0;0;0;0;0;1;0;0;0;0;6.063636364;7.444444444;0;;16.66666667;0;1.857142857;1.714285714;87.38421053;0;0;;;100;50;36.5;59.84545455;75;24.79;21.585;21.56111111;25.5;56.5975;69.0875;;;;;;27626;27626;Mbala Nzola;CF;Forward;1002.97;265.46;338.43;524894;108951;13142;6121;2905;9026;507;153;660;951;92;814;197;555.7;35511;5801;3014;1681;4695;250;82;332;354;29;208;35;43213;6233;2691;959;3650;205;48;253;315;21;296;57;108.6283737;133.7715663;127.6866708;1.783018868;2.462264151;4.839622642;2.971698113;17.40566038;21.22641509;26.74528302;30.05660377;25.13207547;17.66037736;4.075471698;6.962264151;3669.028302;3015.084906;309.9056604;398.6320755;228.4811321;255.9056604;0.169811321;0.849056604;0.339622642;0.169811321;2.971698113;0;0.509433962;1.103773585;0.08490566;1.783018868;1.443396226;0.254716981;0.339622642;0;0.594339623;0.509433962;1.018867925;5.943396226;19.40639269;64.61187215;29.9086758;6.621004566;1.598173516;51.82648402;11;;;;;MBala Nzola;FALSE;;;;;2.34E-06;5.31E-12;0.000146201;0.999851462;Aug 18, 1996;Buco-Zau;26;185;Angola / France;Attack - Centre-Forward;left;Oct 7, 2020;Jun 30, 2024;adidas;Relatives;Spezia Calcio;€6.50m;Mar 21, 2023;M Bala Nzola;NZOLA M.;354814;27626;18;€6.50m;;;;;;;26;10;11;5;0;4;M Bala Nzola;6500000
260;Antonín Barak;357;03/12/1994;Czech Republic;CAM;Verona;Chance creator;29;2347;1478;9.6927943;6.5657983;4.9727241;11;2;5;51;47;37;9.8650018;3.3610233;3.3603082;5.70318;2.1000773;1.4507151;0.6493622;2.5561091;0.356656;35.4138597;13794;BARAK A.;1994;28;C;2498;46;28;37;4;9;8;4;11;11;2;0;1;10;6;0;1;1;0;4;0;0;0;1276.7;1400;350;9;12;79;17;117;26;25;4;10;3;3;2;1;6;7;33;15;18;1094;1167;16;10;2;0;2;0;0;4;2;1;207;48;60;20;81;45;57;41;500;483;201;316;121;146;63;174;60;0;0;42;26;17;4;4;0;0;0;42;0;0;0;0;0;0;0;0;0;0;27.72272727;35.59090909;0;100;50;20;1.827586207;1.413793103;83.62758621;6.666666667;0;0;0;50;16.66666667;44.29545455;52.16428571;77.56818182;39.43793103;37.04137931;42.28518519;34.15714286;60.5528;63.87368421;;;;;;11338;11338;Antonín Barák;AM;Midfield;2484.58;725.82;740.54;317464;308727;52278;16987;3854;20841;1401;193;1594;2580;103;2327;301;766.5;113555;24954;8277;1866;10143;659;94;753;880;33;675;58;112978;23063;7699;1624;9323;639;72;711;925;28;740;93;124.2572185;156.4506351;152.5616442;1.073711121;1.265445249;3.566254793;2.224115893;24.50362164;25.27055816;35.4708138;33.74520665;28.37665104;25.88410737;2.760971453;3.604601619;4332.347678;4354.473796;357.5074563;388.9518534;295.2322113;317.3966766;0.153387303;0.958670643;0.383468257;0.153387303;3.106092885;0;0.651896037;0.153387303;0.115040477;1.763953984;1.418832552;0.306774606;0.345121432;0.076693651;1.265445249;0.613549212;3.029399233;4.486578611;9.878213802;32.67929635;11.77266576;1.759133965;4.059539919;21.38024357;4;;;;;Antonín Barak;FALSE;0.999124242;0.000875714;4.40E-08;6.38E-14;;;;;Dec 3, 1994;Příbram;28;190;Czech Republic;midfield - Attacking Midfield;left;Jan 31, 2023;Jun 30, 2027;;Relatives;ACF Fiorentina;€20.00m;Mar 15, 2022;Antonin Barak;BARAK A.;272261;11338;72;€12.00m;;;;;;;30;27;2;1;0;8;Antonin Barak;12000000
261;Rodrigo Becão;360;19/01/1996;Brazil;CB;Udinese;First-line breaker;35;3132;1841;1.6545168;1.6545168;0.7374633;2;0;1;19;19;4;2.3570369;0.8475398;0.8279022;1.3856443;1.1695961;0.9599455;0.2096506;-0.3575166;1.5404942;48.8535878;20899;BECAO R.;1996;26;D;3337;18;6;15;4;3;10;0;2;2;2;0;1;1;1;0;0;1;0;0;0;0;0;500;400;100;1;3;46;5;27;16;7;1;3;1;0;0;0;1;1;10;8;2;1395;979;12;10;3;0;2;0;0;0;0;0;118;21;280;38;23;15;118;55;570;525;361;168;91;130;90;202;148;7;1;49;54;45;4;11;0;0;0;49;0;0;0;0;7;1;0;0;0;0;12.5;15.38461538;0;;100;33.33333333;1.285714286;0;84.18285714;20.8375;0;0;0;;;30.83142857;63.1;46.62727273;63.99428571;56.81142857;65.16666667;75.18857143;70.34259259;51.376;;;;;;12827;12827;Rodrigo Becao;RCB;Central Defender;3171.18;830.45;1021.07;423291;336544;43341;14810;4359;19169;1130;217;1347;2924;214;2420;554;949.4;101102;12423;3355;983;4338;238;38;276;737;15;599;79;141268;23749;9697;2738;12435;747;130;877;1448;74;942;156;106.1257954;121.743633;138.3529043;2.126436782;0.431034483;4.482758621;2.270114943;21.46551724;6.83908046;41.6091954;21.17816092;27.06896552;17.21264368;3.735632184;1.091954023;4059.425287;2905.229885;357.3275862;124.6551724;278.6494253;96.40804598;0.316091954;0.201149425;0.287356322;0;0.66091954;0;1.293103448;0.114942529;0;0.517241379;0.431034483;0.287356322;0.086206897;0.057471264;0.287356322;0.344827586;1.32183908;0.775862069;7.061379685;28.51711027;10.97229766;2.933188485;15.20912548;9.125475285;0;0.999899059;7.20E-05;2.89E-05;2.50E-08;Rodrigo Becão;FALSE;;;;;;;;;Jan 19, 1996;Salvador;27;191;Brazil;Defender - Centre-Back;right;Jul 6, 2019;Jun 30, 2024;;Antoniu's Assessoria;Udinese Calcio;€10.00m;Nov 11, 2022;Rodrigo Bec o;BECAO R.;410158;12827;50;€10.00m;;;;;;;35;35;0;0;2;1;Rodrigo Bec o;10000000
262;Thomas Henry;362;20/09/1994;France;FW;Venezia;Target man;33;2122;835;7.3236167;7.3236167;6.4230191;9;0;7;51;51;46;7.6206552;2.5137667;2.5136043;4.8706555;0.7325259;0.615644;0.1168819;2.8038961;0.1835879;47.9849396;26688;HENRY T.;1994;28;A;2258;46;23;38;9;8;22;0;9;7;3;2;3;6;3;0;0;2;1;0;0;0;0;1300;1333;150;14;18;27;13;213;32;20;3;13;2;0;0;1;3;4;7;1;6;422;819;9;6;2;0;1;0;0;2;1;0;342;65;20;8;57;22;21;17;671;603;278;493;188;230;105;251;79;0;2;48;50;68;14;5;1;1;0;48;0;0;0;0;0;2;0;0;0;0;17.94615385;15.96;25;;34.61538462;16.66428571;2.96969697;2.575757576;62.534375;33.33333333;0;0;0;50;0;49.11428571;34.468;85.29411765;41.7030303;39.57272727;48.115625;33.66363636;49.75;70.576;;;;;;32380;32380;Thomas Henry;CF;Forward;2261.62;580.67;770.38;1068540;241042;28551;11549;3531;15080;1047;186;1233;2295;191;1868;472;931.9;75992;12243;6188;2287;8475;542;111;653;799;53;427;85;97689;14080;4697;917;5614;418;49;467;775;43;698;140;106.5793546;130.8695128;126.8062515;1.823751178;2.247879359;5.937794533;3.605089538;17.72855796;22.98774741;32.86993402;33.88784166;29.60414703;18.11027333;2.078228087;4.707822809;4143.265787;3223.034873;238.1055608;359.4486334;199.2130066;262.4505184;0.21206409;0.848256362;0.254476909;0.084825636;2.417530631;0.042412818;2.884071631;0.593779453;0;1.950989632;1.611687088;0.933081998;0.339302545;0.042412818;0.296889727;0.381715363;1.145146089;9.033930254;27.54491018;72.21556886;30.05988024;5.988023952;2.395209581;59.04191617;11;;;;;Thomas Henry;FALSE;;;;;2.21E-08;1.50E-11;2.92E-08;0.999999949;Sep 20, 1994;Argenteuil;28;191;France;Attack - Centre-Forward;right;Jul 16, 2022;Jun 30, 2026;;Relatives;Hellas Verona;€5.00m;Jun 7, 2021;Thomas Henry;HENRY T.;412513;32380;9;€4.00m;;;;;;;33;23;10;0;1;2;Thomas Henry;4000000
263;Nahuel Molina;363;06/04/1998;Argentina;FB;Udinese;Wide creator;35;2649;1564;3.79223;3.79223;2.9828859;7;0;4;44;44;33;4.3849306;3.6478001;3.1683075;5.123711;2.8038234;2.2677448;0.5360786;1.1970121;0.1132999;45.0458578;23982;MOLINA N.;1998;24;D;2787;42;21;22;2;20;1;0;7;3;0;4;0;7;3;0;0;1;1;0;0;1;0;981.7;673;716.7;6;11;104;31;72;15;34;2;21;2;2;0;2;2;4;42;20;22;1205;960;96;76;24;1;11;3;0;9;3;0;200;37;117;29;75;46;79;47;326;310;157;165;74;41;14;87;49;0;0;46;30;16;1;7;1;1;0;46;0;0;0;0;0;0;0;0;0;0;20;18.33333333;20;;20;28.125;0.2;0.028571429;74.6;34.88214286;1.189285714;33.33333333;0;33.33333333;0;37.08235294;63.53076923;60;51.97647059;47.9125;31.52173913;54.85294118;57.78125;62.47272727;;;;;;26571;26571;Nahuel Molina Lucero;RWB;Full Back;2704.65;705.57;883.82;850272;302402;46633;18996;9494;28490;1606;428;2034;2942;299;2548;629;968.8;96101;17837;7785;4297;12082;644;183;827;751;67;596;115;123651;23205;9549;4245;13794;786;190;976;1344;93;924;197;111.8081822;136.2033533;139.9051843;3.159682899;2.276330691;6.693091733;3.907134768;26.70441676;21.8799547;45.66251416;25.51528879;31.39297848;20.24915062;6.455266138;6.217440544;4201.053228;3265.039638;468.6523216;410.4869762;324.4280861;264.4960362;0.237825595;1.155152888;2.582106455;0.305775764;2.54813137;0.033975085;0.543601359;0.033975085;0.06795017;1.426953567;0.747451869;0.033975085;0.679501699;0.373725934;1.426953567;3.261608154;3.533408834;2.446206116;2.621483376;19.82097187;5.562659847;1.918158568;7.480818414;10.54987212;2;1.88E-31;0.0130259;0.9869741;1.95E-16;Nahuel Molina;FALSE;;;;;;;;;Apr 6, 1998;Embalse;25;175;Argentina;Defender - Right-Back;right;Jul 28, 2022;Jun 30, 2027;;;Atlético de Madrid;€24.00m;Mar 23, 2023;Nahuel Molina;MOLINA N.;424042;26571;16;€24.00m;;;;;;;35;31;4;0;2;1;Nahuel Molina;24000000
264;David Okereke;365;29/08/1997;Nigeria;WAM;Venezia;Mobile finisher;32;2062;787;5.3194854;5.3194854;4.6790106;7;0;7;40;40;35;7.1703791;1.4482574;1.448012;2.9138495;0.6880947;0.0838045;0.6042902;2.4979645;0.0600303;47.5988155;10899;OKEREKE D.;1997;25;A;2179;36;25;30;3;6;9;0;7;7;0;0;2;5;0;0;0;0;0;0;0;0;0;1546.7;1197;500;10;12;28;9;148;28;10;0;6;0;3;1;2;1;3;16;11;5;444;639;36;36;7;0;0;0;0;0;0;0;204;37;38;14;90;56;34;26;482;448;192;318;120;121;38;175;56;0;1;41;30;34;9;5;1;0;0;41;0;0;0;0;0;1;0;0;0;0;22.27894737;26.4375;0;;54.75714286;16.66666667;0.71875;0.5;74.603125;21.01666667;0;;;;;43.73333333;66.11034483;77.5;39.0483871;36.39354839;31.21428571;30.52666667;55.48;60.62941176;;;;;;19881;19881;David Okereke;RF;Forward;2188.93;564.2;768.52;636192;253089;36223;17086;7442;24528;1417;394;1811;2246;263;1958;519;973.7;81060;15023;8368;4622;12990;674;240;914;743;69;431;78;104221;18012;7387;2164;9551;615;108;723;795;72;761;177;115.6222447;143.6724566;135.612606;3.142580019;3.011639185;7.725509214;3.404461688;26.842871;29.41804074;34.69932105;32.42967992;33.21532493;18.81183317;4.713870029;10.47526673;4548.928225;3538.021339;416.871969;566.9738118;322.4199806;365.2376334;0.218234724;0.436469447;1.57129001;0;3.928225024;0.043646945;1.48399612;0.392822502;0.130940834;1.57129001;1.309408341;0.392822502;0.261881668;0;0.698351115;1.57129001;1.222114452;6.459747818;15.37484117;56.92503177;22.23634053;3.811944091;4.828462516;40.40660737;8;;;;;David Okereke;FALSE;;;;;0.999864718;4.87E-07;6.54E-07;0.000134142;Aug 29, 1997;Lagos;25;181;Nigeria;Attack - Centre-Forward;right;Jul 28, 2022;Jun 30, 2025;Nike;Patrick Bastianelli;US Cremonese;€11.00m;Sep 13, 2019;David Okereke;OKEREKE D.;413605;19881;77;€4.30m;;;;;;;32;24;8;0;3;3;David Okereke;4300000
265;Theo Hernández;367;06/10/1997;France;FB;Milan;Wide creator;32;2712;2223;4.6116455;3.0481475;2.4671585;5;1;4;42;40;23;3.4545671;6.168097;5.1795517;7.0521142;4.3533191;2.9681154;1.3852037;0.3210995;0.2012461;25.8210708;15562;HERNANDEZ T.;1997;25;D;2905;34;17;10;1;24;0;2;5;5;0;0;0;5;1;0;0;0;0;1;0;0;0;846.7;500;616.7;5;4;122;39;63;9;43;6;30;5;4;3;1;9;10;35;25;10;1681;1260;59;47;17;1;7;3;0;5;3;1;203;36;181;37;141;95;91;32;542;468;359;251;141;52;38;152;93;3;3;22;33;74;9;7;2;1;0;22;0;0;0;0;3;3;0;0;0;0;9.047619048;45.875;0;50;62.5;25;1.25;0.15625;86;39.02916667;0.833333333;30;0;60;20;33.103125;66.7875;37.03;65.5125;54.30625;75.2;59.05333333;76.44071429;53.455;;;;;;11606;11606;Théo Hernandez;LWB;Full Back;2831.99;897.8;764.13;359786;308116;43003;20797;11855;32652;1706;503;2209;2928;249;2462;632;985;116470;17777;9512;7456;16968;760;293;1053;981;80;770;157;109188;21140;9741;3724;13465;809;170;979;1132;62;731;149;108.7984068;129.7282245;142.8919163;2.057522124;2.654867257;4.944690265;5.210176991;26.84734513;25.22123894;37.56637168;32.55530973;24.25884956;25.55309735;5.64159292;9.723451327;3623.495575;3865.154867;446.8473451;563.0973451;323.2632743;315.6637168;0.232300885;1.42699115;1.559734513;0.165929204;4.67920354;0.066371681;2.455752212;0.298672566;0.132743363;1.128318584;0.331858407;0;0.796460177;0.232300885;1.161504425;1.957964602;4.048672566;2.090707965;2.339181287;21.05263158;6.837606838;1.484480432;8.142150247;11.29104813;2;4.83E-39;1.79E-10;1;1.31E-15;Theo Hernández;FALSE;;;;;;;;;Oct 6, 1997;Marseille;25;184;France / Spain;Defender - Left-Back;left;Jul 6, 2019;Jun 30, 2026;;Manuel García Quilón;AC Milan;€60.00m;Dec 23, 2022;Theo Hern ndez;HERNANDEZ T.;339808;11606;19;€60.00m;Feb 11, 2022;;;;;;32;30;2;0;3;3;Theo Hern ndez;60000000
