Date of birth;Place of birth;Age;Height;Citizenship;Position;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club
Mar 14, 2004;Cesena;19;193;Italy;Goalkeeper;right;Jul 1, 2022;Jun 30, 2026;;P&P Sport Management S.A.M.;Bologna FC 1909;€200k;Sep 27, 2022;Nicola Bagnolini;BAGNOLINI N.;818892;99999999;23;€200k;;;;;Bologna Primavera (#1);
Nov 25, 1999;Jesolo;23;188;Italy;Goalkeeper;left;Sep 1, 2022;Jun 30, 2023;;GB1;Fermana FC;€75k;Feb 5, 2019;Nicola Borghetto;BORGHETTO N.;415801;99999999;1;€75k;;;;;;
Dec 16, 1994;Cagliari;28;180;Italy;Defender - Left-Back;left;Jul 1, 2017;Jun 30, 2024;;World Soccer Agency;UC Sampdoria;€7.00m;Jun 6, 2019;Nicola Murru;MURRU N.;171399;7980;29;€1.60m;Feb 10, 2020;;;;;
Apr 17, 2000;Legnano;23;180;Italy;Attack - Centre-Forward;right;Jul 3, 2022;Jun 30, 2023;adidas;Gr Sports;SPAL;€400k;Jun 17, 2019;Nicola Rauti;RAUTI N.;417896;99999999;32;€250k;;Buy-option with buy-back option;Torino FC;Jun 30, 2024;;
Dec 12, 1988;Forl€;34;184;Italy;Goalkeeper;right;Sep 1, 2020;Jun 30, 2024;;;UC Sampdoria;€500k;Jan 10, 2012;Nicola Ravaglia;RAVAGLIA N.;42796;99999999;30;€100k;Nov 25, 2021;;;;;
Sep 10, 1991;München;31;173;Italy / Germany;Attack - Left Winger;right;Jul 1, 2019;Jun 30, 2023;Nike;TMP SOCCER srl;Bologna FC 1909;€16.00m;Jan 24, 2017;Nicola Sansone;SANSONE N.;82048;99999999;10;€1.50m;;;;;;
Jan 23, 2002;Tivoli;21;175;Poland;midfield - Left Midfield;both;Jul 1, 2021;Jun 30, 2025;Nike;GP Soccer and Management Srl;AS Roma;€15.00m;Nov 11, 2022;Nicola Zalewski;ZALEWSKI N.;550108;99999999;59;€15.00m;Dec 29, 2021;;;;;
Dec 18, 2000;Pavia;22;182;Italy;Attack - Right Winger;left;Jul 1, 2022;-;;Gea World;Brescia Calcio;€500k;Dec 22, 2022;Nicolas Galazzi;GALAZZI N.;524428;99999999;6;€500k;;;;;;
Jan 23, 1996;Sursee;27;178;Switzerland;midfield - Central Midfield;right;Jul 1, 2021;Jun 30, 2025;adidas;IFM;FC Empoli;€3.50m;Oct 14, 2021;Nicolas Haas;HAAS N.;192638;8017;32;€2.50m;Nov 14, 2022;;;;;
Oct 12, 1989;Oppido Mamertina;33;180;Italy;midfield - Central Midfield;left;Jul 2, 2022;Jun 30, 2024;;AGB Sport Management;Cagliari Calcio;€2.10m;Aug 21, 2020;Nicolas Viola;VIOLA N.;85393;99999999;10;€600k;;;;;;
Jan 23, 1985;Espoo;38;187;Finland;Goalkeeper;right;Feb 15, 2021;Jun 30, 2023;;CAA Stellar;Venezia FC;€600k;Jan 17, 2013;Niki M enp;ENP N.;12359;99999999;1;€100k;Jun 16, 2021;;;;;
Sep 25, 2003;Turku;19;186;Finland;midfield - Central Midfield;left;Jan 1, 2023;Jun 30, 2024;;Ballex;Bologna FC 1909;€500k;Feb 1, 2023;Niklas Pyyhti;PYYHTI N.;679754;99999999;25;€500k;;club option 2 years;;;;
Jan 5, 1988;Solin;35;187;Croatia;Attack - Centre-Forward;both;Feb 7, 2022;Jun 30, 2023;Nike;LIAN Sports Group;HNK Hajduk Split;€20.00m;Mar 28, 2017;Nikola Kalinic;KALINIC N.;36371;99999999;9;€600k;;;;;;
Oct 12, 1997;Belgrad;25;195;Serbia;Defender - Centre-Back;right;Jul 1, 2017;Jun 30, 2027;Puma;LIAN Sports Group;ACF Fiorentina;€35.00m;Dec 20, 2018;Nikola Milenkovi;MILENKOVIC N.;413507;11816;4;€20.00m;Aug 11, 2022;;;;;
Jul 3, 1992;Revúca;30;189;Slovakia;Defender - Centre-Back;right;Sep 12, 2020;Jun 30, 2025;adidas;BSM;US Salernitana 1919;€1.20m;Jul 1, 2014;Norbert Gyomber;GYOMBER N.;205054;8116;23;€1.00m;Jan 13, 2023;;;;;
Oct 8, 1996;London;26;184;Nigeria / England;Defender - Right-Back;right;Jul 1, 2019;Jun 30, 2023;adidas;Elite Project Group Ltd;Torino FC;€10.00m;Jun 6, 2019;Ola Aina;OLA AINA T.;236490;11781;34;€3.50m;;;;;;
Sep 30, 1986;Chambéry;36;192;France;Attack - Centre-Forward;left;Jul 17, 2021;Jun 30, 2024;Puma;One Team Football;AC Milan;€27.00m;Feb 9, 2016;Olivier Giroud;GIROUD O.;82442;8206;9;€4.00m;Apr 19, 2023;;;;;
Oct 24, 1992;Lamin;30;191;The Gambia;Defender - Centre-Back;left;Feb 9, 2023;Jun 30, 2025;adidas;P&P Sport Management S.A.M.;Besiktas JK;€8.00m;Jun 6, 2019;Omar Colley;COLLEY O.;174733;14139;6;€3.00m;;performance option;;;;
Sep 5, 2001;Macerata;21;192;Morocco / Italy;Defender - Centre-Back;left;Jul 14, 2022;Jun 30, 2025;;PDP s.r.l.  Pasqualin D’Amico Partners;Novara FC;€200k;Jun 30, 2021;Omar Khailoti;KHAILOTI O.;556173;99999999;15;€100k;;;;;;
Dec 30, 1996;Santiago de Chile;26;176;Chile;midfield - Defensive Midfield;right;Jan 31, 2023;Jun 30, 2023;;PW SOCCER CONSULTANCY, S.L;US Cremonese;€3.10m;Jun 11, 2021;Pablo Galdames;GALDAMES P.;313830;23635;27;€2.00m;;;Genoa CFC;Jun 30, 2024;;
Aug 31, 1993;Almussafes;29;193;Spain;Defender - Centre-Back;left;Aug 11, 2022;Jun 30, 2023;adidas;AC Talent;AC Monza;€7.00m;Oct 13, 2020;Pablo Mar;MARI' P.;210178;8324;3;€5.00m;;Obligation to buy with conditions;Arsenal FC;Jun 30, 2024;;
Aug 9, 1998;Johannesburg;24;186;Greece;Defender - Centre-Back;right;Aug 31, 2022;Jun 30, 2023;;LIAN Sports Group;Olympiacos Piraeus;€18.00m;Dec 28, 2017;Panagiotis Retsos;RETSOS P.;324351;99999999;4;€2.50m;;Obligation to buy with conditions;Hellas Verona;Jun 30, 2024;;
Feb 12, 1993;Catanzaro;30;187;Italy;midfield - Central Midfield;right;Aug 27, 2022;Jun 30, 2024;;All Stars Managament;Como 1907;€6.00m;Jun 7, 2018;Paolo Farag;FARAG P.;167796;99999999;8;€900k;;Option for a further year;;;;
Feb 2, 1997;Voghera;26;191;Italy;Defender - Right-Back;right;Jul 17, 2022;Jun 30, 2025;;TMP SOCCER srl;US Cremonese;€4.00m;Dec 12, 2019;Paolo Ghiglione;GHIGLIONE P.;313477;99999999;18;€1.60m;;;;;;
Jul 27, 1995;Napoli;27;183;Italy;Defender - Right-Back;right;Jul 1, 2022;Jun 30, 2026;;Luigi Lauro SBM srl;US Salernitana 1919;€5.00m;Nov 11, 2022;Pasquale Mazzocchi;MAZZOCCHI P.;250153;19805;30;€5.00m;Aug 18, 2022;;;;;
Jul 27, 1995;Napoli;27;183;Italy;Defender - Right-Back;right;Jul 1, 2022;Jun 30, 2026;;Luigi Lauro SBM srl;US Salernitana 1919;€5.00m;Nov 11, 2022;Pasquale Mazzocchi;MAZZOCCHI P.;250153;19805;30;€5.00m;Aug 18, 2022;;;;;
Apr 17, 1993;Mula;30;184;Spain;Defender - Centre-Back;right;Jul 1, 2015;Jun 30, 2027;;Team Raiola;SS Lazio;€9.00m;Aug 25, 2020;Patric;PATRIC;126729;8396;4;€6.00m;Jul 5, 2022;;;;;
Jan 3, 1998;Como;25;183;Italy;Attack - Centre-Forward;right;Aug 29, 2022;Jun 30, 2025;adidas;P&P Sport Management S.A.M.;Como 1907;€30.00m;Dec 20, 2018;Patrick Cutrone;CUTRONE P.;265078;11537;63;€2.50m;;;;;;
Feb 21, 2003;Newton, Massachusetts;20;180;United States / Portugal;midfield - Attacking Midfield;right;Jul 1, 2022;-;;PRO FC;Venezia FC;€75k;Jun 23, 2022;Patrick Leal;LEAL P.;623872;99999999;28;€75k;;;;;;
Mar 25, 1998;Gliwice;25;182;Poland;midfield - Defensive Midfield;right;Aug 31, 2022;Jun 30, 2025;Nike;BMG-SPORT;Piast Gliwice;€2.00m;Jun 29, 2019;Patryk Dziczek;DZICZEK P.;289165;99999999;16;€600k;;;;;;
Nov 15, 1993;Laguna Larga;29;177;Argentina / Italy;Attack - Second Striker;left;Jul 20, 2022;Jun 30, 2025;adidas;Relatives;AS Roma;€110.00m;Jun 7, 2018;Paulo Dybala;DYBALA P.;206050;8504;21;€30.00m;;;;;;
May 20, 1995;Olsztyn;27;189;Poland;Defender - Centre-Back;both;Jul 1, 2019;Jun 30, 2025;Nike;INNfootball;Hellas Verona;€5.00m;Dec 28, 2021;Pawel Dawidowicz;DAWIDOWICZ P.;248732;8542;27;€3.50m;May 28, 2021;;;;;
Oct 2, 1994;Lublin;28;184;Poland;midfield - Left Midfield;left;Aug 31, 2022;Jun 30, 2023;Nike;P&P Sport Management S.A.M.;Cracovia;€650k;Jun 24, 2021;Pawel Jaroszynski;JAROSZYNSKI P.;287600;99999999;4;€450k;;Obligation to buy with conditions;US Salernitana 1919;Jun 30, 2024;;
Jul 28, 1987;Santa Cruz de Tenerife;35;167;Spain;Attack - Right Winger;both;Aug 19, 2021;Jun 30, 2023;Nike;Bahía Internacional;SS Lazio;€30.00m;Jan 10, 2013;Pedro;PEDRO;65278;8592;9;€2.50m;;;;;;
Mar 27, 1992;Alcalá de Henares;31;186;Equatorial Guinea / Spain;midfield - Central Midfield;right;Jul 24, 2019;Jun 30, 2025;;P&P Sport Management S.A.M.;US Sassuolo;€10.00m;Jan 7, 2015;Pedro Obiang;OBIANG P.;101213;99999999;14;€900k;Mar 27, 2023;;;;;
Aug 31, 1982;Madrid;40;188;Spain;Goalkeeper;right;Jul 8, 2022;Jun 30, 2023;adidas;Manuel García Quilón;Villarreal CF;€22.00m;Aug 13, 2010;Pepe Reina;REINA P.;7825;99999999;1;€700k;;;;;;
Oct 7, 1995;Ljubljana;27;178;Slovenia;Defender - Right-Back;right;Jul 1, 2022;Jun 30, 2025;Nike;AR Sport Management;FC Empoli;€3.00m;Jun 7, 2022;Petar Stojanovic;STOJANOVIC P.;183841;12434;30;€2.80m;;;;;;
Mar 25, 2002;Mostar;21;192;Bosnia-Herzegovina;Goalkeeper;left;Jul 12, 2021;Jun 30, 2024;;PRO TRANSFER;Spezia Calcio;€100k;Jun 7, 2022;Petar Zovko;ZOVKO P.;602299;99999999;40;€100k;;;;;;
Mar 1, 1999;Sofia;24;191;Bulgaria;Defender - Centre-Back;right;Jan 26, 2023;Jun 30, 2023;;PMRS Management;Venezia FC;€1.00m;Dec 28, 2021;Petko Hristov;HRISTOV P.;372809;67302;55;€1.00m;;Obligation to buy with conditions;Spezia Calcio;Jun 30, 2025;;
Jun 5, 2000;Lyon;22;182;France / DR Congo;Defender - Centre-Back;right;Sep 1, 2020;Jun 30, 2027;;CAA Stellar;AC Milan;€35.00m;Nov 11, 2022;Pierre Kalulu;KALULU P.;585949;24786;20;€35.00m;Nov 10, 2022;;;;;
May 12, 2002;Mestre;20;193;Italy;Goalkeeper;right;Jul 1, 2021;Jun 30, 2024;;;AS Roma;€150k;Jun 30, 2021;Pietro Boer;BOER P.;581604;99999999;63;€150k;;;;;;
Dec 21, 1995;Sarzana;27;188;Italy;Defender - Centre-Back;left;Jan 31, 2023;Jun 30, 2023;Puma;Italian Managers Group s.r.l.;US Lecce;€2.50m;Dec 28, 2021;Pietro Ceccaroni;CECCARONI P.;239099;19917;18;€2.00m;;Option to buy;Venezia FC;Jun 30, 2027;;
Mar 17, 2001;Genova;22;188;Italy;Attack - Centre-Forward;right;Jul 1, 2022;Jun 30, 2025;;Gr Sports;Torino FC;€8.00m;Dec 29, 2017;Pietro Pellegri;PELLEGRI P.;364133;99999999;11;€4.00m;;;;;;
Mar 17, 2001;Genova;22;188;Italy;Attack - Centre-Forward;right;Jul 1, 2022;Jun 30, 2025;;Gr Sports;Torino FC;€8.00m;Dec 29, 2017;Pietro Pellegri;PELLEGRI P.;364133;99999999;11;€4.00m;;;;;;
Mar 8, 1990;San Felice a Cancello;33;193;Italy;Goalkeeper;right;Jul 7, 2019;Jun 30, 2025;;P&P Sport Management S.A.M.;ACF Fiorentina;€2.00m;Nov 11, 2022;Pietro Terracciano;TERRACCIANO P.;96254;99999999;1;€2.00m;Oct 8, 2022;;;;;
Nov 25, 1994;Trenčín;28;170;Slovakia;midfield - Defensive Midfield;both;Jan 15, 2020;Jun 30, 2027;;FairSport;SSC Napoli;€38.00m;Mar 21, 2023;Stanislav Lobotka;LOBOTKA S.;192735;11208;68;€38.00m;Mar 15, 2023;club option 1 year;;;;
Dec 5, 2002;Abrera;20;169;Spain;Attack - Left Winger;right;Jan 25, 2023;Jun 30, 2023;;YOU FIRST;Real Oviedo;€3.00m;Oct 14, 2021;Ra l Moro;MORO R.;624942;99999999;40;€2.50m;;;SS Lazio;Jun 30, 2025;;
Oct 7, 1993;Foča;29;184;Bosnia-Herzegovina;midfield - Central Midfield;right;Jul 8, 2019;Jun 30, 2025;;Unnak Sports;AC Milan;€9.00m;Jun 7, 2022;Rade Krunic;KRUNIC R.;259953;8772;33;€9.00m;Sep 8, 2022;;;;;
Feb 3, 2002;Bukarest;21;191;Romania;Defender - Centre-Back;right;Jul 14, 2022;Jun 30, 2027;;Oscar Bentancourt;Genoa CFC;€5.00m;Mar 20, 2023;Radu Dragusin;DRAGUSIN R.;568559;34187;5;€5.00m;;;Juventus FC;Jun 30, 2025;;
Feb 3, 2002;Bukarest;21;191;Romania;Defender - Centre-Back;right;Jul 14, 2022;Jun 30, 2027;;Oscar Bentancourt;Genoa CFC;€5.00m;Mar 20, 2023;Radu Dragusin;DRAGUSIN R.;568559;34187;5;€5.00m;;;Juventus FC;Jun 30, 2025;;
Jun 10, 1999;Almada;23;188;Portugal / Angola;Attack - Left Winger;right;Aug 1, 2019;Jun 30, 2024;adidas;not clarified;AC Milan;€85.00m;Nov 11, 2022;Rafael Le o;LEAO R.;357164;12840;17;€80.00m;;;;;;
Oct 10, 1990;Glória D'Oeste;32;185;Italy / Brazil;Defender - Centre-Back;right;Aug 26, 2015;Jun 30, 2024;Puma;Madeira Sports;Atalanta BC;€16.00m;Aug 25, 2020;Rafael Tol i;TOLOI R.;72441;8812;2;€8.00m;;;;;;
Feb 8, 1990;Roma;33;184;Italy / Tunisia;Defender - Centre-Back;right;Aug 6, 2022;-;;Avvocato Claudio Parlato;US Avellino 1912;€350k;Jun 21, 2019;Ramzi Aya;AYA R.;57633;99999999;15;€200k;;;;;;
May 17, 2000;Rho;22;188;Italy;Defender - Right-Back;right;Jul 6, 2022;Jun 30, 2023;;CAA Base Ltd;Inter Milan;€7.00m;Jun 7, 2022;Raoul Bellanova;BELLANOVA R.;357992;23118;12;€5.00m;;Option to buy;Cagliari Calcio;Jun 30, 2026;;
May 23, 1996;Bukarest;26;178;Romania;midfield - Central Midfield;right;Jul 5, 2022;Jun 30, 2023;;Pietro Chiodi Soccer M.;FC Empoli;€15.00m;Jun 3, 2021;Razvan Marin;MARIN R.;295183;13057;18;€8.00m;;Option to buy;Cagliari Calcio;Jun 30, 2024;;
Apr 15, 1992;Ennenda;31;180;Switzerland;midfield - Central Midfield;right;Aug 14, 2022;Jun 30, 2025;Nike;ESHA;Nottingham Forest;€25.00m;Mar 3, 2020;Remo Freuler;FREULER R.;148252;8919;23;€10.00m;;;;;;
Aug 25, 1992;Zürich;30;180;Switzerland / Chile;Defender - Centre-Back;left;Sep 1, 2020;Jun 30, 2024;Nike;Elite FA;Torino FC;€28.00m;Jul 10, 2014;Ricardo Rodr guez;RODRIGUEZ R.;86784;8996;13;€3.50m;;;;;;
May 19, 2002;Roma;20;188;Italy;Defender - Left-Back;left;Aug 31, 2022;Jun 30, 2025;;World Soccer Agency;FC Basel 1893;€4.00m;Oct 14, 2021;Riccardo Calafiori;CALAFIORI R.;502821;99999999;33;€3.50m;;Option for a further year;;;;
May 19, 2002;Roma;20;188;Italy;Defender - Left-Back;left;Aug 31, 2022;Jun 30, 2025;;World Soccer Agency;FC Basel 1893;€4.00m;Oct 14, 2021;Riccardo Calafiori;CALAFIORI R.;502821;99999999;33;€3.50m;;Option for a further year;;;;
Jan 29, 2003;;20;;Italy;midfield - Defensive Midfield;right;Jul 1, 2020;Jun 30, 2023;;Vigo Global Sport Services Srl;Udinese Primavera;€75k;Jun 23, 2022;Riccardo Castagnaviz;CASTAGNAVIZ R.;704708;99999999;11;€75k;Jul 1, 2022;;;;;
Apr 1, 2002;Latina;21;190;Italy;Attack - Left Winger;right;Jan 27, 2023;Jun 30, 2023;;GP Soccer and Management Srl;Venezia FC;€1.50m;Mar 15, 2022;Riccardo Ciervo;CIERVO R.;628558;99999999;19;€1.50m;;;US Sassuolo;Jun 30, 2024;;
Apr 1, 2002;Latina;21;190;Italy;Attack - Left Winger;right;Jan 27, 2023;Jun 30, 2023;;GP Soccer and Management Srl;Venezia FC;€1.50m;Mar 15, 2022;Riccardo Ciervo;CIERVO R.;628558;99999999;19;€1.50m;;;US Sassuolo;Jun 30, 2024;;
May 18, 1993;Mezzocorona;29;175;Italy;Defender - Right-Back;right;Jan 17, 2023;Jun 30, 2024;Nike;;AC Reggiana 1919;€1.00m;Jul 15, 2016;Riccardo Fiamozzi;FIAMOZZI R.;197745;99999999;15;€400k;;Option for a further year;;;;
Apr 28, 1990;Imperia;32;180;Sweden / Italy;Defender - Centre-Back;left;Jul 24, 2022;Jun 30, 2024;;GG11;Reggina 1914;€3.00m;Jun 6, 2019;Riccardo Gagliolo;GAGLIOLO R.;240786;9011;28;€900k;;;;;;
Dec 20, 2000;Cagliari;22;182;Italy;midfield - Defensive Midfield;right;Aug 5, 2022;Jun 30, 2023;Nike;D1MON1OS s.r.l.;US Città di Pontedera;€350k;Jun 26, 2020;Riccardo Ladinetti;LADINETTI R.;459452;99999999;8;€200k;;player option 1 year;;;;
Mar 26, 1998;Roma;25;186;Italy;Defender - Left-Back;left;Jul 13, 2017;Jun 30, 2025;;MM-Management;US Sassuolo;€2.00m;Dec 28, 2021;Riccardo Marchizza;MARCHIZZA R.;297645;19642;3;€1.80m;;;;;;
Jan 24, 1997;Ascoli Piceno;26;183;Italy;Attack - Right Winger;left;Jul 1, 2019;Jun 30, 2024;Nike;MM-Management;Bologna FC 1909;€25.00m;Mar 3, 2020;Riccardo Orsolini;ORSOLINI R.;368482;14048;7;€10.00m;;;;;;
Feb 26, 2000;Mirano;23;193;Italy;Goalkeeper;right;Jul 27, 2022;Jun 30, 2023;Lotto;Keyscout Football;Arzignano Valchiampo;€50k;Dec 13, 2019;Riccardo Pigozzo;PIGOZZO R.;529833;99999999;12;€25k;;;Venezia FC;Jun 30, 2023;;
Aug 17, 2003;;19;175;Italy;midfield - Central Midfield;right;Aug 20, 2022;Jun 30, 2026;;;Fermana FC;€125k;Dec 20, 2022;Riccardo Pinzi;PINZI R.;704712;99999999;23;€125k;Dec 8, 2022;;;;;
Dec 21, 1991;Forl€;31;184;Italy;midfield - Attacking Midfield;right;Jul 1, 2018;Jun 30, 2023;;Football Now Limited;ACF Fiorentina;€15.00m;Jan 4, 2016;Riccardo Saponara;SAPONARA R.;88909;9016;8;€2.00m;Jun 30, 2022;;;;;
Jun 3, 1999;Torino;23;180;Italy;Attack - Left Winger;right;Jul 1, 2018;Jun 30, 2026;;Gr Sports;ACF Fiorentina;€9.00m;Dec 28, 2021;Riccardo Sottil;SOTTIL R.;386455;14066;33;€9.00m;Oct 13, 2021;;;;;
Feb 11, 1995;Schoonhoven;28;184;Netherlands;Defender - Right-Back;right;Jul 1, 2017;Jun 30, 2025;;H2 Agency;AS Roma;€15.00m;Oct 14, 2021;Rick Karsdorp;KARSDORP R.;205006;9045;2;€9.00m;Mar 12, 2021;;;;;
Jun 12, 1993;Utrecht;29;175;Suriname / Netherlands;Defender - Left-Back;left;Jan 31, 2023;Jun 30, 2023;;SEG;Genoa CFC;€6.00m;Oct 26, 2017;Ridgeciano Haps;HAPS R.;228444;9056;55;€1.00m;;Option to buy;Venezia FC;Jun 30, 2026;;
Apr 7, 1994;Bergamo;29;188;Italy;midfield - Central Midfield;right;Aug 1, 2017;Jun 30, 2023;Nike;Gr Sports;Inter Milan;€20.00m;Dec 29, 2017;Roberto Gagliardini;GAGLIARDINI R.;197471;99999999;5;€6.50m;Oct 25, 2018;;;;;
Jan 7, 1991;San Miguel de Tucumán;32;182;Argentina;midfield - Central Midfield;both;Sep 28, 2020;Jun 30, 2023;Nike;P&P Sport Management S.A.M.;Udinese Calcio;€17.00m;Jul 1, 2015;Roberto Pereyra;PEREYRA R.;112302;9140;37;€6.50m;;;;;;
Jan 27, 2001;Bergamo;22;190;Italy;Attack - Centre-Forward;right;Jan 31, 2023;Jun 30, 2024;;Gr Sports;FC Empoli;€4.00m;Oct 14, 2021;Roberto Piccoli;PICCOLI R.;432092;99999999;91;€3.50m;;Buy-option with buy-back option;Atalanta BC;Jun 30, 2025;;
Jan 27, 2001;Bergamo;22;190;Italy;Attack - Centre-Forward;right;Jan 31, 2023;Jun 30, 2024;;Gr Sports;FC Empoli;€4.00m;Oct 14, 2021;Roberto Piccoli;PICCOLI R.;432092;99999999;91;€3.50m;;Buy-option with buy-back option;Atalanta BC;Jun 30, 2025;;
Feb 8, 1991;Darmstadt;32;182;Italy / Germany;midfield - Attacking Midfield;right;Jul 1, 2019;Jun 30, 2023;;TMP SOCCER srl;Bologna FC 1909;€16.00m;Jun 5, 2017;Roberto Soriano;SORIANO R.;63186;9145;21;€3.50m;;;;;;
Jul 5, 1994;Emmerich;28;183;Germany / Netherlands;midfield - Left Midfield;left;Jan 27, 2022;Jun 30, 2026;adidas;MVP United;Inter Milan;€35.00m;Mar 23, 2021;Robin Gosens;GOSENS R.;273132;99999999;8;€18.00m;;;Atalanta BC;Jun 30, 2024;;
Jul 5, 1994;Emmerich;28;183;Germany / Netherlands;midfield - Left Midfield;left;Jan 27, 2022;Jun 30, 2026;adidas;MVP United;Inter Milan;€35.00m;Mar 23, 2021;Robin Gosens;GOSENS R.;273132;99999999;8;€18.00m;;;Atalanta BC;Jun 30, 2024;;
Jan 19, 1996;Salvador;27;191;Brazil;Defender - Centre-Back;right;Jul 6, 2019;Jun 30, 2024;;Antoniu's Assessoria;Udinese Calcio;€10.00m;Nov 11, 2022;Rodrigo Bec o;BECAO R.;410158;12827;50;€10.00m;;;;;;
Jun 25, 1997;Nueva Helvecia;25;187;Uruguay;midfield - Central Midfield;right;Jan 31, 2022;Jun 30, 2026;;Back Sports S.A.;Tottenham Hotspur;€50.00m;Mar 3, 2020;Rodrigo Bentancur;BENTANCUR R.;354362;11287;30;€40.00m;;;;;;
Jan 13, 1998;Nobres;25;178;Brazil;Defender - Left-Back;left;Jul 1, 2019;Jun 30, 2024;;Prattes Group;US Sassuolo;€10.00m;Jun 6, 2019;Rog rio;ROGERIO;401527;9212;6;€5.80m;;;;;;
Nov 23, 1998;Canela;24;186;Brazil / Italy;Defender - Centre-Back;right;Jul 1, 2021;Jun 30, 2025;;Bertolucci Sports;AS Roma;€30.00m;Mar 21, 2023;Roger Iba ez;IBANEZ R.;524481;24050;3;€30.00m;Mar 4, 2021;;;;;
Dec 5, 1998;Ljubljana;24;189;Slovenia;Goalkeeper;right;Sep 1, 2020;Jun 30, 2025;;PRO TRANSFER;Genoa CFC;€650k;Jul 16, 2017;Rok Vodisek;VODISEK R.;320871;99999999;25;€50k;Jun 29, 2022;;;;;
Jun 29, 1997;Napoli;25;183;Italy;midfield - Defensive Midfield;left;Jul 4, 2022;Jun 30, 2026;;LUCA DE SIMONE;ACF Fiorentina;€15.00m;Oct 12, 2018;Rolando Mandragora;MANDRAGORA R.;308279;9226;38;€9.00m;;;;;;
Jun 28, 2005;;17;;Moldova / Romania;Goalkeeper;;Aug 24, 2022;Jun 30, 2023;Uhlsport;;US Adriese 1906;€25k;Feb 6, 2023;Roman Lazar;LAZAR R.;721481;99999999;1;€25k;;;Venezia Primavera;-;;
Jan 27, 2003;Roma;20;188;Italy;Defender - Right-Back;right;Jan 1, 2021;Jun 30, 2024;;P&P Sport Management S.A.M.;Lazio U19;€75k;Jun 23, 2022;Romano Floriani;FLORIANI R.;708086;99999999;44;€75k;Mar 23, 2021;;;;;
Jul 19, 1998;Bissau;24;178;England / Guinea-Bissau;midfield - Central Midfield;right;Jan 31, 2023;Jun 30, 2023;;CAA Base Ltd;Torino FC;€7.00m;Dec 12, 2019;Ronaldo Vieira;VIEIRA R.;434676;99999999;14;€3.00m;;Option to buy;UC Sampdoria;Jun 30, 2027;;
Jun 7, 1999;Tramandaí;23;187;Brazil;Defender - Centre-Back;right;Aug 11, 2021;Jun 30, 2026;;;US Sassuolo;€5.00m;Dec 17, 2021;Ruan Tressoldi;TRESSOLDI R.;555015;99999999;44;€4.50m;;;;;;
Feb 15, 1988;Leiria;35;190;Portugal;Goalkeeper;left;Jul 13, 2021;Jun 30, 2024;Puma;Gestifute;AS Roma;€20.00m;Mar 28, 2013;Rui Patr cio;CIO R.;45026;99999999;1;€5.00m;;;;;;
May 4, 1993;Zhytomyr;29;181;Ukraine;midfield - Attacking Midfield;left;Jan 9, 2023;Jun 30, 2023;;ProStar;Olympique Marseille;€30.00m;May 27, 2021;Ruslan Malinovskyi;MALINOVSKYI R.;207877;12549;18;€18.00m;;Obligation to buy with conditions;Atalanta BC;Jun 30, 2025;;
Jun 2, 1992;Paços de Brandão;30;181;Portugal;midfield - Central Midfield;right;Jul 9, 2022;Jun 30, 2026;;;Galatasaray;€19.00m;Jun 1, 2021;S rgio Oliveira;OLIVEIRA S.;112465;99999999;27;€7.00m;;;;;;
Apr 6, 2003;Accra;20;;Ghana;midfield - Central Midfield;right;Sep 1, 2020;-;;Arthurlegacy Sports M.L.;Sassuolo Primavera;€100k;Jun 23, 2022;Salim Abubakar;ABUBAKAR S.;745436;99999999;6;€100k;;;;;;
Jan 21, 1998;Martorell;25;184;Spain;Defender - Right-Back;right;Aug 9, 2019;Jun 30, 2025;;MSSports;Spezia Calcio;€1.30m;Jun 3, 2021;Salva Ferrer;FERRER S.;624548;27628;21;€1.00m;May 20, 2022;;;;;
Jan 12, 1987;Nuoro;36;192;Italy;Goalkeeper;right;Jan 25, 2023;Jun 30, 2023;Nike;Carlo Pallavicino;ACF Fiorentina;€21.50m;Aug 1, 2014;Salvatore Sirigu;SIRIGU S.;25508;99999999;56;€600k;;Option for a further year;;;;
Apr 30, 1997;Tilburg;25;191;Netherlands;Attack - Centre-Forward;both;Jan 2, 2023;Jun 30, 2023;;ISM Int. Soccer Mgmt. GmbH;UC Sampdoria;€9.00m;Jun 12, 2019;Sam Lammers;LAMMERS S.;386914;99999999;10;€2.40m;;;FC Empoli;Jun 30, 2023;;
Dec 5, 1994;São Gonçalo;28;185;Brazil;Defender - Centre-Back;left;Aug 13, 2022;Jun 30, 2026;;TFM Agency;Tigres UANL;€7.00m;Dec 29, 2017;Samir Caetano;SAMIR;255744;9498;3;€7.00m;;;;;;
Jul 14, 1984;Ljubljana;38;193;Slovenia;Goalkeeper;right;Jul 9, 2012;Jun 30, 2023;Nike;LIAN Sports Group;Inter Milan;€24.00m;Jun 19, 2013;Samir Handanovic;HANDANOVIC S.;28021;99999999;1;€1.00m;Jul 9, 2022;;;;;
