Player,Team,Match,Competition,Position,Position Group,Season,Minutes Played,Minutes Played TIP,Minutes Played OTIP,Player ID,Birthdate,Date,Physicals Quality Check,Distance,M/min,Running Distance,HSR Distance,Sprinting Distance,HI Distance,Count HSR,Count Sprint,Count HI,Count Medium Acceleration,Count High Acceleration,Count Medium Deceleration,Count High Deceleration,PSV-99,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,Sprinting Distance TIP,HI Distance TIP,Count HSR TIP,Count Sprint TIP,Count HI TIP,Count Medium Acceleration TIP,Count High Acceleration TIP,Count Medium Deceleration TIP,Count High Deceleration TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,Sprinting Distance OTIP,HI Distance OTIP,Count HSR OTIP,Count Sprint OTIP,Count HI OTIP,Count Medium Acceleration OTIP,Count High Acceleration OTIP,Count Medium Deceleration OTIP,Count High Deceleration OTIP,matchday
Adam Ounas,Napoli,Napoli v Milan,ITA - Serie A,RW,Winger,2021/2022,29.65,8.48,5.8,203,1996-11-11,2022-03-06,Passed,2731.0,92.11,329.0,135.0,17.0,152.0,16.0,0.0,16.0,26.0,2.0,21.0,7.0,25.0,1005.0,118.51,166.0,57.0,8.0,65.0,8.0,0.0,8.0,13.0,1.0,8.0,2.0,769.0,132.59,129.0,75.0,8.0,83.0,6.0,0.0,6.0,5.0,0.0,5.0,2.0,28
Hirving Lozano,Napoli,Napoli v Milan,ITA - Serie A,LW,Winger,2021/2022,15.25,5.1,2.65,11907,1995-07-30,2022-03-06,Passed,1518.0,99.54,241.0,98.0,32.0,130.0,7.0,3.0,10.0,18.0,3.0,13.0,7.0,27.8,675.0,132.35,133.0,62.0,18.0,80.0,4.0,1.0,5.0,7.0,1.0,4.0,1.0,351.0,132.45,46.0,35.0,13.0,48.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,28
Zlatan Ibrahimovic,Milan,Napoli v Milan,ITA - Serie A,CF,Forward,2021/2022,7.67,0.95,1.55,11122,1981-10-03,2022-03-06,Passed,646.0,84.22,105.0,59.0,14.0,73.0,6.0,1.0,7.0,9.0,0.0,4.0,2.0,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Igor,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,LCB,Central Defender,2021/2022,93.6,26.55,25.59,23754,1998-02-07,2022-03-06,Passed,10068.0,107.56,1407.0,404.0,177.0,581.0,37.0,8.0,45.0,87.0,5.0,74.0,15.0,30.7,3466.0,130.55,551.0,84.0,10.0,94.0,9.0,0.0,9.0,29.0,0.0,22.0,3.0,3806.0,148.73,674.0,276.0,151.0,427.0,23.0,7.0,30.0,39.0,2.0,25.0,3.0,28
Lorenzo Venuti,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,RWB,Full Back,2021/2022,93.6,26.55,25.59,19780,1995-04-12,2022-03-06,Passed,10591.0,113.15,1694.0,533.0,217.0,750.0,46.0,9.0,55.0,104.0,6.0,81.0,23.0,29.3,3801.0,143.16,661.0,217.0,93.0,310.0,19.0,4.0,23.0,34.0,1.0,23.0,5.0,3883.0,151.74,845.0,289.0,95.0,384.0,23.0,4.0,27.0,45.0,2.0,25.0,7.0,28
Koray Gunter,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,CB,Central Defender,2021/2022,93.6,25.59,26.55,14152,1994-08-16,2022-03-06,Passed,9213.0,98.43,907.0,344.0,51.0,395.0,29.0,3.0,32.0,79.0,5.0,63.0,9.0,28.8,3070.0,119.97,249.0,84.0,9.0,93.0,6.0,0.0,6.0,21.0,0.0,18.0,1.0,3469.0,130.66,546.0,230.0,41.0,271.0,21.0,2.0,23.0,40.0,2.0,20.0,2.0,28
Federico Ceccherini,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,RCB,Central Defender,2021/2022,93.6,25.59,26.55,3335,1992-05-11,2022-03-06,Passed,10250.0,109.51,1265.0,562.0,244.0,806.0,43.0,11.0,54.0,82.0,9.0,78.0,18.0,29.1,3340.0,130.52,425.0,173.0,48.0,221.0,11.0,2.0,13.0,25.0,0.0,20.0,2.0,3785.0,142.56,634.0,305.0,158.0,463.0,26.0,6.0,32.0,39.0,2.0,25.0,5.0,28
Nikola Milenkovic,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,RCB,Central Defender,2021/2022,93.6,26.55,25.59,11816,1997-10-12,2022-03-06,Passed,10030.0,107.16,1283.0,322.0,67.0,389.0,28.0,5.0,33.0,74.0,6.0,77.0,11.0,27.4,3300.0,124.29,314.0,61.0,11.0,72.0,6.0,0.0,6.0,20.0,0.0,22.0,1.0,3839.0,150.02,800.0,232.0,56.0,288.0,21.0,4.0,25.0,39.0,2.0,24.0,2.0,28
Cristiano Biraghi,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,LWB,Full Back,2021/2022,93.6,26.55,25.59,2067,1992-09-01,2022-03-06,Passed,10591.0,113.15,1686.0,643.0,128.0,771.0,57.0,6.0,63.0,90.0,5.0,80.0,19.0,26.8,3778.0,142.3,737.0,274.0,38.0,312.0,23.0,2.0,25.0,32.0,1.0,24.0,1.0,3778.0,147.64,755.0,317.0,73.0,390.0,29.0,3.0,32.0,40.0,2.0,21.0,5.0,28
Gaetano Castrovilli,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,RM,Midfield,2021/2022,93.6,26.55,25.59,19825,1997-02-17,2022-03-06,Passed,11136.0,118.97,1795.0,623.0,462.0,1085.0,53.0,14.0,67.0,97.0,3.0,80.0,22.0,31.7,3875.0,145.95,670.0,254.0,229.0,483.0,22.0,6.0,28.0,31.0,1.0,18.0,4.0,4253.0,166.2,966.0,327.0,189.0,516.0,28.0,6.0,34.0,37.0,1.0,27.0,5.0,28
Adrien Tameze,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,RM,Midfield,2021/2022,93.6,25.59,26.55,11508,1994-02-04,2022-03-06,Passed,11498.0,122.84,2158.0,756.0,258.0,1014.0,66.0,11.0,77.0,103.0,6.0,96.0,15.0,28.4,4101.0,160.26,1072.0,339.0,105.0,444.0,25.0,5.0,30.0,34.0,1.0,23.0,4.0,4064.0,153.07,894.0,361.0,120.0,481.0,35.0,4.0,39.0,36.0,3.0,29.0,3.0,28
Gianluca Caprari,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,AM,Midfield,2021/2022,93.6,25.59,26.55,3889,1993-07-30,2022-03-06,Passed,10995.0,117.47,1802.0,675.0,172.0,847.0,60.0,12.0,72.0,106.0,4.0,98.0,13.0,27.0,3638.0,142.16,744.0,273.0,90.0,363.0,22.0,5.0,27.0,32.0,1.0,21.0,2.0,4275.0,161.02,925.0,366.0,66.0,432.0,32.0,5.0,37.0,45.0,2.0,33.0,4.0,28
Giovanni Simeone,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,CF,Forward,2021/2022,93.6,25.59,26.55,11289,1995-07-05,2022-03-06,Passed,10586.0,113.1,1704.0,746.0,197.0,943.0,62.0,15.0,77.0,81.0,10.0,88.0,20.0,30.0,3731.0,145.8,799.0,350.0,115.0,465.0,33.0,8.0,41.0,35.0,3.0,19.0,3.0,3844.0,144.78,764.0,348.0,70.0,418.0,25.0,4.0,29.0,27.0,2.0,30.0,6.0,28
Youssef Maleh,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,LM,Midfield,2021/2022,45.43,13.03,13.52,27653,1998-08-22,2022-03-06,Passed,5751.0,126.59,1144.0,457.0,111.0,568.0,33.0,6.0,39.0,48.0,3.0,39.0,9.0,26.4,1990.0,152.72,416.0,164.0,32.0,196.0,13.0,2.0,15.0,17.0,0.0,10.0,1.0,2385.0,176.41,645.0,261.0,72.0,333.0,18.0,3.0,21.0,20.0,1.0,13.0,3.0,28
Nicolò Casale,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,LCB,Central Defender,2021/2022,93.6,25.59,26.55,27654,1998-02-14,2022-03-06,Passed,9983.0,106.66,1292.0,448.0,190.0,638.0,36.0,5.0,41.0,80.0,6.0,69.0,12.0,30.5,3341.0,130.56,414.0,146.0,74.0,220.0,9.0,1.0,10.0,25.0,0.0,19.0,3.0,3701.0,139.4,719.0,237.0,81.0,318.0,21.0,2.0,23.0,41.0,2.0,24.0,3.0,28
Riccardo Saponara,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,LF,Forward,2021/2022,45.43,13.03,13.52,9016,1991-12-21,2022-03-06,Passed,5472.0,120.45,940.0,383.0,78.0,461.0,34.0,4.0,38.0,49.0,2.0,46.0,7.0,26.6,1994.0,153.03,425.0,180.0,47.0,227.0,18.0,3.0,21.0,20.0,0.0,12.0,2.0,2017.0,149.19,415.0,171.0,29.0,200.0,12.0,1.0,13.0,17.0,1.0,12.0,1.0,28
Darko Lazovic,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,LWB,Full Back,2021/2022,60.61,17.95,17.08,2361,1990-09-15,2022-03-06,Passed,7242.0,119.49,1279.0,549.0,238.0,787.0,45.0,11.0,56.0,71.0,5.0,63.0,16.0,30.1,2544.0,141.73,493.0,240.0,119.0,359.0,17.0,6.0,23.0,20.0,1.0,15.0,3.0,2804.0,164.17,671.0,268.0,92.0,360.0,22.0,4.0,26.0,30.0,2.0,17.0,4.0,28
Ivan Ilic,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,LM,Midfield,2021/2022,93.6,25.59,26.55,12355,2001-03-17,2022-03-06,Passed,11199.0,119.65,1768.0,586.0,212.0,798.0,53.0,10.0,63.0,92.0,5.0,90.0,18.0,29.6,4010.0,156.7,797.0,220.0,65.0,285.0,16.0,4.0,20.0,31.0,2.0,22.0,2.0,4072.0,153.37,833.0,316.0,113.0,429.0,32.0,5.0,37.0,35.0,2.0,28.0,7.0,28
Kevin Lasagna,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,RF,Forward,2021/2022,68.6,19.85,19.8,5838,1992-08-10,2022-03-06,Passed,8405.0,122.52,1456.0,564.0,234.0,798.0,48.0,12.0,60.0,69.0,7.0,69.0,13.0,30.4,3161.0,159.24,653.0,297.0,162.0,459.0,22.0,9.0,31.0,29.0,2.0,16.0,2.0,3021.0,152.58,703.0,231.0,51.0,282.0,22.0,2.0,24.0,25.0,1.0,21.0,4.0,28
Jonathan Ikone,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,RF,Forward,2021/2022,45.43,13.03,13.52,11653,1998-05-02,2022-03-06,Passed,4953.0,109.02,691.0,259.0,149.0,408.0,27.0,8.0,35.0,36.0,5.0,50.0,9.0,33.4,1690.0,129.7,255.0,120.0,82.0,202.0,10.0,4.0,14.0,17.0,1.0,10.0,2.0,2063.0,152.59,434.0,137.0,55.0,192.0,14.0,2.0,16.0,15.0,2.0,19.0,2.0,28
Krzystof Piatek,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,CF,Forward,2021/2022,70.78,20.33,20.7,5994,1995-07-01,2022-03-06,Passed,8494.0,120.01,1370.0,667.0,200.0,867.0,53.0,8.0,61.0,68.0,7.0,59.0,16.0,29.7,2993.0,147.22,520.0,327.0,139.0,466.0,25.0,5.0,30.0,26.0,1.0,14.0,3.0,3143.0,151.84,697.0,292.0,51.0,343.0,24.0,3.0,27.0,24.0,1.0,19.0,5.0,28
Lucas Torreira,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,DM,Midfield,2021/2022,76.26,21.48,21.67,11341,1996-02-11,2022-03-06,Passed,9370.0,122.87,1845.0,607.0,109.0,716.0,51.0,7.0,58.0,77.0,4.0,59.0,23.0,26.7,3438.0,160.06,838.0,260.0,32.0,292.0,26.0,2.0,28.0,29.0,0.0,19.0,5.0,3469.0,160.08,841.0,283.0,62.0,345.0,20.0,4.0,24.0,26.0,2.0,16.0,4.0,28
Marco Davide Faraoni,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,RWB,Full Back,2021/2022,86.58,24.3,23.81,6767,1991-10-25,2022-03-06,Passed,10478.0,121.02,1747.0,905.0,286.0,1191.0,65.0,13.0,78.0,92.0,6.0,84.0,28.0,28.7,3515.0,144.65,770.0,354.0,129.0,483.0,21.0,6.0,27.0,29.0,1.0,17.0,3.0,3901.0,163.84,800.0,464.0,121.0,585.0,36.0,5.0,41.0,40.0,2.0,31.0,10.0,28
Daniel Bessa,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,AM,Midfield,2021/2022,25.0,5.73,6.73,14158,1993-01-14,2022-03-06,Passed,3136.0,125.44,722.0,158.0,55.0,213.0,17.0,3.0,20.0,31.0,0.0,19.0,3.0,29.7,992.0,173.12,332.0,85.0,33.0,118.0,9.0,2.0,11.0,8.0,0.0,5.0,1.0,1028.0,152.75,273.0,55.0,22.0,77.0,6.0,1.0,7.0,10.0,0.0,6.0,0.0,28
Bosko Sutalo,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,RWB,Full Back,2021/2022,7.02,1.27,2.72,16623,2000-01-01,2022-03-06,Passed,598.0,85.19,76.0,53.0,0.0,53.0,6.0,1.0,7.0,5.0,0.0,4.0,2.0,25.1,,,,,,,,,,,,,,260.0,95.59,37.0,23.0,0.0,23.0,3.0,0.0,3.0,5.0,0.0,3.0,2.0,28
Riccardo Sottil,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,LF,Forward,2021/2022,48.17,13.52,12.07,14066,1999-06-03,2022-03-06,Passed,4767.0,98.96,515.0,225.0,138.0,363.0,18.0,6.0,24.0,41.0,5.0,40.0,7.0,30.8,1681.0,124.33,231.0,129.0,116.0,245.0,10.0,4.0,14.0,16.0,2.0,11.0,2.0,1536.0,127.26,232.0,79.0,18.0,97.0,7.0,1.0,8.0,14.0,0.0,11.0,2.0,28
Jose Maria Callejon,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,RF,Forward,2021/2022,48.17,13.52,12.07,5422,1987-02-11,2022-03-06,Passed,5559.0,115.4,884.0,527.0,142.0,669.0,44.0,12.0,56.0,57.0,6.0,38.0,18.0,28.4,1947.0,144.01,371.0,225.0,70.0,295.0,24.0,6.0,30.0,21.0,2.0,11.0,5.0,1932.0,160.07,411.0,263.0,65.0,328.0,17.0,4.0,21.0,21.0,1.0,10.0,2.0,28
Nicolas Gonzalez,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,CF,Forward,2021/2022,22.82,6.22,4.88,19061,1998-04-06,2022-03-06,Passed,2026.0,88.78,222.0,135.0,19.0,154.0,11.0,2.0,13.0,18.0,4.0,15.0,4.0,26.7,682.0,109.65,103.0,50.0,8.0,58.0,4.0,0.0,4.0,7.0,0.0,4.0,0.0,622.0,127.46,107.0,85.0,10.0,95.0,6.0,1.0,7.0,5.0,1.0,3.0,1.0,28
Sofyan Amrabat,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,DM,Midfield,2021/2022,17.33,5.05,3.9,9927,1996-08-21,2022-03-06,Passed,2095.0,120.89,401.0,98.0,0.0,98.0,8.0,0.0,8.0,14.0,2.0,16.0,2.0,23.9,677.0,134.06,107.0,29.0,0.0,29.0,1.0,0.0,1.0,4.0,0.0,5.0,0.0,647.0,165.9,221.0,55.0,0.0,55.0,5.0,0.0,5.0,4.0,1.0,4.0,0.0,28
Alfred Duncan,Fiorentina,Fiorentina v Hellas Verona,ITA - Serie A,LM,Midfield,2021/2022,48.17,13.52,12.07,587,1993-03-10,2022-03-06,Passed,4856.0,100.81,699.0,297.0,88.0,385.0,24.0,5.0,29.0,50.0,4.0,52.0,5.0,28.2,1637.0,121.08,234.0,101.0,9.0,110.0,5.0,1.0,6.0,14.0,1.0,12.0,1.0,1840.0,152.44,435.0,185.0,77.0,262.0,17.0,3.0,20.0,21.0,1.0,17.0,2.0,28
Fabio Depaoli,Hellas Verona,Fiorentina v Hellas Verona,ITA - Serie A,LWB,Full Back,2021/2022,32.98,7.62,9.45,14116,1997-04-24,2022-03-06,Passed,4018.0,121.83,721.0,390.0,110.0,500.0,32.0,4.0,36.0,43.0,7.0,30.0,16.0,29.8,1108.0,145.41,254.0,100.0,33.0,133.0,8.0,1.0,9.0,10.0,1.0,6.0,1.0,1602.0,169.52,341.0,242.0,65.0,307.0,19.0,2.0,21.0,18.0,3.0,12.0,4.0,28
Domenico Berardi,Sassuolo,Venezia v Sassuolo,ITA - Serie A,RW,Winger,2021/2022,91.45,30.22,26.14,2809,1994-08-01,2022-03-06,Passed,10556.0,115.43,1477.0,871.0,337.0,1208.0,68.0,16.0,84.0,99.0,11.0,85.0,31.0,30.7,4044.0,133.82,682.0,450.0,155.0,605.0,32.0,6.0,38.0,42.0,4.0,27.0,8.0,3689.0,141.12,664.0,361.0,162.0,523.0,29.0,8.0,37.0,33.0,2.0,28.0,11.0,28
Pietro Ceccaroni,Venezia,Venezia v Sassuolo,ITA - Serie A,LCB,Central Defender,2021/2022,97.61,28.14,32.4,19917,1995-12-21,2022-03-06,Passed,10934.0,112.02,1620.0,663.0,237.0,900.0,50.0,9.0,59.0,102.0,7.0,90.0,17.0,29.1,3573.0,126.97,553.0,115.0,46.0,161.0,7.0,2.0,9.0,28.0,2.0,20.0,4.0,4597.0,141.88,857.0,485.0,162.0,647.0,37.0,7.0,44.0,46.0,1.0,36.0,2.0,28
Giacomo Raspadori,Sassuolo,Venezia v Sassuolo,ITA - Serie A,AM,Midfield,2021/2022,97.61,32.4,28.14,14168,2000-02-18,2022-03-06,Passed,12495.0,128.01,2321.0,943.0,296.0,1239.0,63.0,20.0,83.0,98.0,5.0,97.0,19.0,28.4,4913.0,151.64,1077.0,480.0,203.0,683.0,34.0,10.0,44.0,41.0,2.0,31.0,4.0,4557.0,161.94,1023.0,407.0,83.0,490.0,28.0,7.0,35.0,33.0,2.0,32.0,4.0,28
Gian Marco Ferrari,Sassuolo,Venezia v Sassuolo,ITA - Serie A,LCB,Central Defender,2021/2022,97.61,32.4,28.14,14171,1992-02-15,2022-03-06,Passed,9926.0,101.69,1114.0,402.0,87.0,489.0,32.0,5.0,37.0,100.0,6.0,81.0,14.0,27.6,3812.0,117.65,429.0,107.0,33.0,140.0,7.0,1.0,8.0,32.0,1.0,22.0,2.0,3671.0,130.45,603.0,250.0,51.0,301.0,22.0,3.0,25.0,42.0,3.0,30.0,4.0,28
Kaan Ayhan,Sassuolo,Venezia v Sassuolo,ITA - Serie A,RCB,Central Defender,2021/2022,97.61,32.4,28.14,5655,1994-11-10,2022-03-06,Passed,9933.0,101.76,1351.0,391.0,77.0,468.0,34.0,6.0,40.0,93.0,5.0,85.0,16.0,27.5,3909.0,120.65,551.0,125.0,23.0,148.0,10.0,2.0,12.0,29.0,1.0,23.0,3.0,3583.0,127.33,667.0,234.0,52.0,286.0,20.0,3.0,23.0,42.0,1.0,31.0,4.0,28
Luca Fiordilino,Venezia,Venezia v Sassuolo,ITA - Serie A,RM,Midfield,2021/2022,97.61,28.14,32.4,19682,1996-07-25,2022-03-06,Passed,12597.0,129.05,2532.0,1221.0,302.0,1523.0,92.0,16.0,108.0,99.0,9.0,101.0,21.0,27.7,4078.0,144.92,934.0,452.0,53.0,505.0,30.0,3.0,33.0,31.0,2.0,25.0,3.0,5352.0,165.19,1318.0,703.0,234.0,937.0,53.0,12.0,65.0,44.0,2.0,40.0,6.0,28
Michael Svoboda,Venezia,Venezia v Sassuolo,ITA - Serie A,RCB,Central Defender,2021/2022,97.61,28.14,32.4,28784,1998-10-15,2022-03-06,Passed,10627.0,108.87,1458.0,556.0,170.0,726.0,49.0,11.0,60.0,103.0,8.0,88.0,17.0,28.1,3395.0,120.65,453.0,108.0,36.0,144.0,9.0,1.0,10.0,29.0,2.0,23.0,3.0,4552.0,140.49,825.0,391.0,124.0,515.0,34.0,7.0,41.0,46.0,1.0,37.0,4.0,28
Mert Müldür,Sassuolo,Venezia v Sassuolo,ITA - Serie A,RWB,Full Back,2021/2022,83.36,27.05,24.39,13300,1999-04-03,2022-03-06,Passed,9387.0,112.61,1153.0,569.0,310.0,879.0,54.0,12.0,66.0,91.0,7.0,79.0,22.0,29.5,3655.0,135.12,516.0,277.0,227.0,504.0,20.0,7.0,27.0,32.0,2.0,23.0,4.0,3275.0,134.28,557.0,256.0,73.0,329.0,28.0,4.0,32.0,34.0,2.0,24.0,6.0,28
Giorgos Kyriakopoulos,Sassuolo,Venezia v Sassuolo,ITA - Serie A,LWB,Full Back,2021/2022,97.61,32.4,28.14,15349,1996-02-05,2022-03-06,Passed,11533.0,118.15,1789.0,1005.0,397.0,1402.0,74.0,20.0,94.0,105.0,12.0,106.0,31.0,29.5,4615.0,142.44,824.0,512.0,285.0,797.0,39.0,13.0,52.0,38.0,5.0,36.0,6.0,3948.0,140.3,759.0,392.0,110.0,502.0,28.0,6.0,34.0,39.0,4.0,32.0,7.0,28
Mattia Aramu,Venezia,Venezia v Sassuolo,ITA - Serie A,AM,Midfield,2021/2022,87.88,25.02,28.87,27650,1995-05-14,2022-03-06,Passed,10800.0,122.89,2199.0,591.0,73.0,664.0,53.0,5.0,58.0,95.0,6.0,85.0,13.0,25.8,3544.0,141.65,826.0,215.0,33.0,248.0,20.0,2.0,22.0,27.0,1.0,18.0,1.0,4443.0,153.9,1148.0,354.0,39.0,393.0,30.0,2.0,32.0,38.0,2.0,35.0,4.0,28
Antonio Junior Vacca,Venezia,Venezia v Sassuolo,ITA - Serie A,DM,Midfield,2021/2022,76.23,21.44,26.17,27657,1990-05-13,2022-03-06,Passed,9529.0,125.0,1664.0,582.0,77.0,659.0,45.0,6.0,51.0,80.0,3.0,82.0,13.0,25.5,2708.0,126.31,450.0,130.0,36.0,166.0,7.0,1.0,8.0,22.0,1.0,17.0,1.0,4330.0,165.46,1073.0,438.0,39.0,477.0,34.0,4.0,38.0,33.0,1.0,32.0,4.0,28
Ales Mateju,Venezia,Venezia v Sassuolo,ITA - Serie A,RWB,Full Back,2021/2022,97.61,28.14,32.4,19843,1996-06-03,2022-03-06,Passed,12090.0,123.86,2053.0,985.0,216.0,1201.0,77.0,14.0,91.0,105.0,10.0,106.0,19.0,28.5,4044.0,143.71,745.0,377.0,96.0,473.0,26.0,5.0,31.0,33.0,4.0,30.0,3.0,4945.0,152.62,1083.0,535.0,115.0,650.0,44.0,8.0,52.0,49.0,2.0,41.0,6.0,28
Thomas Henry,Venezia,Venezia v Sassuolo,ITA - Serie A,CF,Forward,2021/2022,76.23,21.44,26.17,32380,1994-09-20,2022-03-06,Passed,8479.0,111.23,1114.0,387.0,126.0,513.0,40.0,9.0,49.0,78.0,8.0,74.0,14.0,28.1,2715.0,126.63,460.0,236.0,61.0,297.0,22.0,3.0,25.0,33.0,2.0,18.0,1.0,3491.0,133.4,576.0,138.0,57.0,195.0,14.0,5.0,19.0,25.0,1.0,28.0,5.0,28
Matheus Henrique,Sassuolo,Venezia v Sassuolo,ITA - Serie A,LM,Midfield,2021/2022,97.61,32.4,28.14,28311,1997-12-19,2022-03-06,Passed,11802.0,120.91,2024.0,590.0,60.0,650.0,51.0,6.0,57.0,111.0,6.0,103.0,15.0,25.4,4816.0,148.64,886.0,221.0,41.0,262.0,18.0,2.0,20.0,42.0,1.0,31.0,4.0,4318.0,153.45,981.0,346.0,19.0,365.0,30.0,2.0,32.0,43.0,2.0,34.0,3.0,28
Gianluca Scamacca,Sassuolo,Venezia v Sassuolo,ITA - Serie A,CF,Forward,2021/2022,73.8,25.37,20.35,14479,1999-01-01,2022-03-06,Passed,8490.0,115.04,976.0,588.0,291.0,879.0,42.0,14.0,56.0,78.0,5.0,66.0,17.0,31.1,3397.0,133.9,567.0,324.0,163.0,487.0,24.0,9.0,33.0,36.0,2.0,20.0,3.0,2800.0,137.59,368.0,234.0,105.0,339.0,15.0,5.0,20.0,21.0,1.0,20.0,6.0,28
Davide Frattesi,Sassuolo,Venezia v Sassuolo,ITA - Serie A,RM,Midfield,2021/2022,83.36,27.05,24.39,19731,1999-09-22,2022-03-06,Passed,9974.0,119.65,1751.0,652.0,326.0,978.0,54.0,14.0,68.0,86.0,7.0,84.0,24.0,30.6,3790.0,140.11,780.0,305.0,158.0,463.0,27.0,4.0,31.0,34.0,2.0,23.0,5.0,3710.0,152.11,812.0,308.0,145.0,453.0,23.0,6.0,29.0,28.0,2.0,26.0,4.0,28
Sofian Kiyine,Venezia,Venezia v Sassuolo,ITA - Serie A,LM,Midfield,2021/2022,66.0,18.15,22.4,14112,1997-10-02,2022-03-06,Passed,8215.0,124.47,1493.0,678.0,188.0,866.0,48.0,10.0,58.0,66.0,5.0,63.0,10.0,27.5,2678.0,147.55,576.0,214.0,49.0,263.0,12.0,2.0,14.0,19.0,1.0,14.0,1.0,3454.0,154.2,779.0,446.0,139.0,585.0,31.0,7.0,38.0,27.0,1.0,23.0,4.0,28
Ridgeciano Haps,Venezia,Venezia v Sassuolo,ITA - Serie A,LWB,Full Back,2021/2022,97.61,28.14,32.4,9056,1993-06-12,2022-03-06,Passed,10245.0,104.96,1321.0,624.0,184.0,808.0,49.0,11.0,60.0,99.0,11.0,91.0,25.0,28.3,3317.0,117.87,459.0,191.0,89.0,280.0,15.0,4.0,19.0,27.0,4.0,22.0,4.0,4263.0,131.57,699.0,371.0,89.0,460.0,26.0,5.0,31.0,45.0,4.0,32.0,8.0,28
David Okereke,Venezia,Venezia v Sassuolo,ITA - Serie A,RF,Forward,2021/2022,87.88,25.02,28.87,19881,1997-08-29,2022-03-06,Passed,10215.0,116.24,1310.0,835.0,399.0,1234.0,67.0,21.0,88.0,89.0,15.0,81.0,28.0,30.7,3590.0,143.49,607.0,423.0,286.0,709.0,30.0,13.0,43.0,37.0,7.0,22.0,5.0,3948.0,136.75,624.0,349.0,92.0,441.0,28.0,7.0,35.0,29.0,2.0,28.0,7.0,28
Hamed Junior Traore,Sassuolo,Venezia v Sassuolo,ITA - Serie A,LW,Winger,2021/2022,91.45,30.22,26.14,14123,2000-02-16,2022-03-06,Passed,10563.0,115.51,1727.0,732.0,256.0,988.0,59.0,15.0,74.0,99.0,9.0,89.0,20.0,28.9,4034.0,133.49,769.0,375.0,123.0,498.0,26.0,6.0,32.0,42.0,2.0,26.0,6.0,3712.0,142.0,752.0,313.0,121.0,434.0,26.0,6.0,32.0,35.0,2.0,29.0,3.0,28
Jean-Pierre Nsame,Venezia,Venezia v Sassuolo,ITA - Serie A,CF,Forward,2021/2022,21.38,6.7,6.23,12415,1993-05-01,2022-03-06,Passed,2250.0,105.24,343.0,182.0,53.0,235.0,15.0,1.0,16.0,28.0,3.0,23.0,7.0,30.8,846.0,126.27,168.0,119.0,20.0,139.0,11.0,0.0,11.0,11.0,1.0,6.0,1.0,787.0,126.32,159.0,62.0,33.0,95.0,4.0,1.0,5.0,9.0,1.0,5.0,2.0,28
Emil Konradsen Ceide,Sassuolo,Venezia v Sassuolo,ITA - Serie A,LW,Winger,2021/2022,6.17,2.18,1.98,13534,2001-09-03,2022-03-06,Passed,721.0,116.86,152.0,43.0,0.0,43.0,5.0,0.0,5.0,14.0,0.0,13.0,3.0,22.7,224.0,102.75,72.0,51.0,0.0,51.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,28
Tanner Tessmann,Venezia,Venezia v Sassuolo,ITA - Serie A,LM,Midfield,2021/2022,21.38,6.7,6.23,34511,2001-09-24,2022-03-06,Passed,2706.0,126.57,646.0,168.0,28.0,196.0,17.0,1.0,18.0,29.0,0.0,21.0,4.0,26.7,1065.0,158.96,322.0,80.0,19.0,99.0,9.0,1.0,10.0,11.0,0.0,6.0,0.0,1011.0,162.28,263.0,88.0,9.0,97.0,7.0,0.0,7.0,9.0,0.0,7.0,2.0,28
